Graph,Closeness,Clustering,Degree
1,1.7719093996251012,0.5670064159905513,65.9254161150837
2,1.6113046309136938,0.6197804456594758,71.78976785982478
3,1.8306236956922812,0.5689995819556101,66.89861145132835
4,1.744021133775912,0.5709939255784735,66.26625251735
5,1.8241624531120073,0.5503489661554619,64.02622440787079
6,1.6579576303227532,0.6001652108489614,69.5222720442147
7,1.637068122404154,0.6075889843167254,70.42483551903018
8,1.7404870237515964,0.5745559536329117,66.69164842649258
9,1.8946178960590845,0.5301063563292269,61.601204519882806
10,1.746158906554649,0.5783220696095078,67.33211940312825
11,1.6981500921374362,0.5903497851559681,68.61248234829027
12,1.7707939799374872,0.5626953257612336,65.30228756522712
13,1.6919640937382032,0.5889505241408178,68.3309091577021
14,1.7620591497141518,0.5788549791053146,67.4150521142891
15,1.5228722287835055,0.6541236915179224,75.5806246872606
16,1.8188334430887183,0.5531082301488158,64.38564258986506
17,1.687201321872871,0.5897542975846515,68.3236860963194
18,1.8516233226372614,0.5436546650501299,63.33924063252729
19,1.7692567674641166,0.5639819481208516,65.51666312083647
20,1.7356288819459431,0.5755771780782419,66.929215831606
21,1.7741899127248297,0.563288764261691,65.41600082131586
22,1.7873151873337487,0.5636250126431708,65.64996078276428
23,1.717523971743156,0.5809804485091024,67.41068514513559
24,1.8775359940302574,0.5332749264861338,61.939786950386015
25,1.8704261382995786,0.5411231430787256,63.18586923938489
26,1.715876891782485,0.5811470675090078,67.46190183588564
27,1.8525754963263499,0.5434908789029331,63.40781808948729
28,1.9260094465661035,0.5282532596093101,61.7612737805359
29,1.6987524616398872,0.5881025138429463,68.21157075413342
30,1.7195005828922347,0.5810599161576702,67.48401932583185
31,1.6012832402523667,0.6224708208127259,72.08614020243449
32,1.730099628667134,0.5769927584596911,67.0215091653939
33,1.6957502831728086,0.5877295129344694,68.1826800107956
34,1.687657017307801,0.5904870496588444,68.54765475618287
35,1.6539097339169861,0.6020311692151362,69.7016650880304
36,1.8844790743765862,0.5346133851244552,62.32395175332376
37,1.8953192053106653,0.5281580874069428,61.449419571918526
38,1.656116131126086,0.6026717977035515,69.83962638905841
39,1.8853138614780192,0.5425680363511138,63.46442668957192
40,1.95588383005038,0.5268076151019597,61.713886662023754
41,1.7534455834314233,0.570995304069612,66.36695446911206
42,1.8795893839842326,0.5498520427356232,64.55169070620965
43,1.8266879824536957,0.5475397894618177,63.54353304495887
44,1.6979514847226467,0.5929150813430895,68.85698286572406
45,1.7180711223023761,0.5828174581192491,67.6620180593043
46,1.9691668257718216,0.55147334221116,65.08787328353066
47,1.6581239691454355,0.6007603114803304,69.52449401876935
48,1.8034932500109158,0.5554370578873403,64.73592825117704
49,1.859198383610348,0.546492944459251,63.83776989514447
50,1.7685766887991514,0.5705053464251061,66.46994105446635
51,1.707623318338167,0.5832772719042952,67.51752167406552
52,1.9222457693540789,0.522990073562215,60.90200543359513
53,1.802979886704358,0.5654308671449415,66.2913315529374
54,1.7806912449171448,0.5627014197780962,65.53804813309117
55,1.9102564511618687,0.5265790388909095,61.32803312263327
56,1.7032253871946208,0.5865343231343552,68.10938627814845
57,1.8731273084722107,0.5371025497969568,62.62280427405965
58,1.912917080673531,0.5254407300558779,61.184147535977566
59,1.7294761603083866,0.5784497269667308,67.16336302098348
60,1.6735223754968935,0.5953864190433757,69.16251030857146
61,1.5038247929640216,0.6624983390682844,76.52044167824135
62,1.8197439272740987,0.5488743329648786,63.74351989825971
63,1.7471695306090085,0.5703603179644479,66.17174431661377
64,1.8347415113552614,0.5460611097625313,63.61317502219131
65,1.8103002148435814,0.5521886988805611,64.24745387873195
66,1.8625216051645586,0.5438503355535524,63.44612728832302
67,1.7621954504024182,0.5663765004235295,65.77759328871785
68,1.6638045629141436,0.5995670011352183,69.67358654322044
