Graph,Closeness,Clustering,Degree
1,1.7208623574550506,0.5849661491353564,68.09442409770242
2,1.691870218326442,0.5893991926203305,68.47600925431169
3,1.6855382129032275,0.5948036176060372,69.2734835799632
4,1.7376545050065766,0.5783643060196945,67.4079462850493
5,1.7232620542420383,0.5810621020573745,67.60331878290022
6,1.6668756712503865,0.5970263600544098,69.26803199278898
7,1.5660507658746943,0.6350809447207112,73.74044719203121
8,1.6633935129127817,0.5978117977288833,69.37307607349084
9,1.6960398534223815,0.5934454296104283,68.98665417738673
10,1.7817370344591281,0.5949305427498182,69.52007550477092
11,1.7195201779156728,0.580347807483349,67.43650895857971
12,1.7545846782389574,0.5673754096247304,65.8074552863804
13,1.6677754327829553,0.5964370681314834,69.20372447988083
14,1.6909652761566372,0.5891212669926958,68.4548323456357
15,1.7374501450825282,0.5764787088164658,67.08379116604782
16,1.761760664030696,0.5660691279465371,65.69025958971254
17,1.7935244472650425,0.5670112792447861,66.08694852605976
18,1.6703286493278846,0.5993942649726619,69.65662160588666
19,1.7011690696031663,0.5853680291479837,67.87646570236376
20,1.8502985822788556,0.5576111923479703,65.17466458909611
21,1.7239239430944322,0.5840863205100437,67.94797432280482
22,1.7869997907062547,0.5585298378262157,64.82545922326689
23,1.7835760892433992,0.5622119352693499,65.4732356544554
24,1.6253371154499632,0.613511411845505,71.12855111165294
25,1.6981567629025887,0.5929436909581618,69.07956674876394
26,1.6447116222731144,0.6046030462287025,70.11709101960577
27,1.7095338034923684,0.5822652230050617,67.60394164899016
28,1.7366631594063333,0.5762044939826724,67.1393898752358
29,1.69961597055056,0.5859347273286309,67.86568151149737
30,1.8298367894860923,0.5568994753942557,65.02932930682593
31,1.7560778624225155,0.5659178313462379,65.61587411277489
32,1.7283922957232034,0.5812160665085706,67.6541912391268
33,1.8695834190480267,0.544771487050589,63.68988486781496
34,1.8621741434838772,0.5486787340473954,64.16168841520447
35,1.6556775680708642,0.6006376218294618,69.6760009435685
36,1.848556306809685,0.5657847544224495,66.28161127637844
37,1.7529647773397625,0.5696120838374195,66.1498643200973
38,1.8160434966434729,0.5564144595264662,64.90904456598969
39,1.691392272854711,0.5891992631471304,68.34727468489665
40,1.6801472161229491,0.5997015846562548,69.89104659341533
41,1.711708869782145,0.5819937788158187,67.5122504825222
42,1.8606277844174361,0.5566511614627307,65.30331860947186
43,1.6820788139917993,0.5926886118167639,68.7891175175938
44,1.6854524093494656,0.5975406929324302,69.55279102580907
45,1.7365686201619088,0.5752838392141029,66.73708247862216
46,1.7813331384179014,0.5617864601878205,65.31861546430095
47,1.7384293453491113,0.5841530947066961,68.15600218289885
48,1.673905312578131,0.595216204089182,69.04796995633635
49,1.7746633119580664,0.5661278349297976,65.87601695695128
50,1.7263994644301468,0.5811185862158106,67.6157692762637
