Graph,Closeness,Clustering,Degree
1,1.997483691747468,0.5313309835258391,62.69401346037645
2,1.897798951734893,0.5442524634326171,63.76783635613863
3,1.771612900853737,0.5658993625560241,65.92790449716665
4,2.029494444226751,0.5245931464780583,61.776314733298875
5,1.911695094329028,0.5368786063657103,62.88678686266646
6,1.7815323767858922,0.563094362425427,65.5989223341014
7,1.857248989112629,0.5526794455556102,64.61074965671261
8,1.9476950934597743,0.5395411141104194,63.41526522513534
9,1.7222775372421089,0.5783550441333309,67.14278340988906
10,1.8624022211809756,0.5562189124599798,65.10434566846482
11,1.8406337445192056,0.5538611061190913,64.70721787578672
12,1.8447910939603063,0.5474002272286699,63.803805073304325
13,1.8658407256573952,0.5444429340163262,63.60899441728023
14,1.8962252541264994,0.5461174516549138,63.97390226468683
15,1.8719301921524663,0.547738376148535,64.08372566455002
16,1.8406320867893147,0.5682530299425571,66.5292011386672
17,2.0079256777528895,0.5623839546102375,66.4977276912029
