Graph,Closeness,Clustering,Degree
1,2.014794709097074,0.525895574410853,61.94958087260119
2,1.8830758717895013,0.5464881430318811,64.09194521798831
3,2.009863968216323,0.5220043727560733,61.47393048499386
4,1.910402454818135,0.5473572318268021,64.46085343607415
5,1.9450529284500269,0.5380330203174031,63.17152319486815
6,2.0326209259699093,0.5226216630520214,61.680083628642485
7,1.7444410134110042,0.582439699379481,67.97331222200754
8,1.9779316055292526,0.5448552113734442,64.16779631221476
9,2.118046344220806,0.5307460271778084,63.154809943760135
10,1.88977130073905,0.5517311228516026,64.68417026207527
