Node,Metric,Mean,Median,Standard Deviation
1,closeness,0.051118317112183176,0.07381098402316155,0.00948101437767089
1,clustering,0.015078501303373515,0.015997655105168263,0.0032407524972872977
1,degree,1.86724468102841,2.079648831507072,0.5002023040966601
2,closeness,0.052323771203736325,0.05980693995003428,0.009180423524560194
2,clustering,0.014450024123306093,0.017041969440404814,0.0017977483862593006
2,degree,1.7752921666479295,1.9961268746714182,0.32538360603307925
3,closeness,0.0499005144254312,0.08086440588632993,0.02030953652179411
3,clustering,0.014325213141929583,0.01916001134485279,0.0036287437144701014
3,degree,1.7818647255364226,2.3282518323775037,0.6435504756632575
4,closeness,0.02862009961487444,0.05174411309490545,0.011978558706885606
4,clustering,0.010957745695128862,0.014903982828541329,9.172051983301344e-06
4,degree,1.2434150083125672,1.781596985993147,0.05045307198738813
5,closeness,0.04196103982830701,0.056526204659021806,0.005365416799064701
5,clustering,0.012629137204737573,0.014116689350636369,0.001224713376516702
5,degree,1.413520768864032,1.8377694723283469,0.22633121770529607
6,closeness,0.037104341999612434,0.05217394398299979,0.007063817429614594
6,clustering,0.013400373079475059,0.013904140524480857,0.0001108885732318994
6,degree,1.6383782331175212,2.1559792777928237,0.06288445531364095
7,closeness,0.03270028407832615,0.04349999246280212,0.007128206449369401
7,clustering,0.01235719028039639,0.01239237377180602,0.0003633529866763005
7,degree,1.4954672081496483,1.78578775264441,0.10146056265523562
8,closeness,0.029650126081970818,0.07100192480440559,0.014764106811163788
8,clustering,0.011019238378347507,0.017305233200789027,0.00043202791012069905
8,degree,1.2900957611956159,1.8853991145614941,0.029243310173387105
9,closeness,0.041466891392915706,0.04867225554340404,0.003952516479967694
9,clustering,0.01328468191534482,0.014802489593080281,0.0006373849313705028
9,degree,1.570598280886216,1.4259381565730962,0.05316165987073074
10,closeness,0.04439466072728404,0.06504617952529279,0.014868057367425705
10,clustering,0.013266464013792612,0.020418054554198428,0.0030674833782310014
10,degree,1.5178862184526452,2.01003145439428,0.49666278720419044
11,closeness,0.04671337695386901,0.05331248482841944,0.0071864657168315
11,clustering,0.01382434475555061,0.011779964143570298,0.001539323289984601
11,degree,1.6315745858560433,1.088519252120875,0.3210402152325531
12,closeness,0.03990003003315845,0.04763463739456286,0.010796331498057601
12,clustering,0.01257552135057971,0.01704416873595882,0.0011971739556854988
12,degree,1.4407303126356368,1.6104337279135166,0.3016555319320826
13,closeness,0.04508814839035291,0.03869182863495979,0.004663029218529402
13,clustering,0.013809013248290536,0.010847956735622444,0.0001258721672069002
13,degree,1.6703208984867217,1.5952688802192796,0.03812179371203239
14,closeness,0.03972544785518428,0.04718713931448337,0.0011296268524371988
14,clustering,0.012584917953411323,0.015181319294041096,0.0003670032750391003
14,degree,1.4552780862841672,1.457265303194788,0.06266916648946852
15,closeness,0.04429566293331755,0.06582651526450545,0.012716598549061806
15,clustering,0.014081044619112637,0.014002176299111602,0.002143584367097301
15,degree,1.694684344673277,1.127574009024812,0.32345939331698137
16,closeness,0.03795236425997617,0.03587629837758066,0.006390184842451407
16,clustering,0.012669691048407095,0.013437369309971858,0.002100002262065602
16,degree,1.4710888343923898,1.05578247543545,0.3906015405957013
17,closeness,0.041102111072964576,0.02449095867776996,0.0140142390181143
17,clustering,0.011157905549649683,0.009192437922972196,0.0030130095912747033
17,degree,1.106262094831422,0.5987172742940459,0.514242374757456
18,closeness,0.038478019248120665,0.04864024826438751,0.01346741470951461
18,clustering,0.011362811793064864,0.012056006694024513,0.003490469000688303
18,degree,1.208624770407397,1.0370558404555084,0.566218557835898
19,closeness,0.03394020227540562,0.04417085078291705,0.004851295335505393
19,clustering,0.012056138586491572,0.015528007241329966,9.31481431363998e-05
19,degree,1.4321657494349438,1.7190171234786789,0.009960460364956791
20,closeness,0.03389990850546698,0.02744827122003146,0.005184331360614802
20,clustering,0.012405980142861983,0.013237182507445544,0.0008286985310353989
20,degree,1.4403566382341921,2.3942202056556283,0.11801552706970142
